"Name","Description","Location"
"MPIOM","An ocean general circulation model software which represents marine biogeochemical processes using the HAMMOC model..","http://www.mpimet.mpg.de/en/science/models/mpiom.html"
"IAEA-WISER (Water Isotope System for Data Analysis, Visualization and Electronic Retrieval)","Software for water isotope data analysis. User will need to create a user account and password before use..","http://www-naweb.iaea.org/napc/ih/IHS_resources_isohis.html"
"LOVECLIM VECODE","A modeling software that computes the evolution of the vegetation cover described as a fractional distribution of desert, tree, and grass in each land grid cell..","http://www.elic.ucl.ac.be/repomodx/elic/index.php?id=83"
"Two-Layer Quasi-Geostrophic Model (ICSM)","A modeling software that allows for a set of spectral models that simulate two-dimensional nondivergent flows in a rectangular model domain. The model fields are expanded in a double Fourier-series so that the model equations form a dynamical system for the Fourier coefficients. It provides compu...","http://www.klimacampus.de/1143+M563a176f1a5.html?&L=1"
"Dapple","Software for visualizing, presenting and sharing geoscientific data on desktop computers. The software lets you browse, discover, and display graphical data from global and corporate spatial servers – Geosoft DAP servers, NASA servers, USGS servers, and the many WMS servers currently available..","http://dapple.geosoft.com/"
"Arfit","A MatLab software script package for estimating parameters of multivariate autoregressive (AR) models, diagnostic checking of fitted AR models, and analyzing Eigen modes of fitted AR models. Code written in MatLab for specific package, may require necessary call name substitution..","http://www.clidyn.ethz.ch/arfit/index.html"
"TAUEST","A software code to fit an AR(1) model to unevenly spaced climate time series with bootstrap confidence interval..","http://www.manfredmudelsee.com/soft/tauest/index.htm"
"R-rioja","Software for analysis of Quaternary science data.  Contains functions for transfer function (Weighted Averaging, Partial Least Squares, Weighted Averaging Partial Least Squares, Imbrie and Kipp Factor Analysis, Maximum Likelihood Response Curves, and Modern Analogue Technique), constrained cluste...","http://www.staff.ncl.ac.uk/staff/stephen.juggins/analysis.htm"
"Goddard Institute for Space Studies (GISS) GCM Model II","A three-dimensional global climate software model that numerically solves the physical conservation equations for energy, mass, momentum and moisture as well as the equation of state. The standard version of this model has a horizontal resolution of 8° latitude by 10° longitude, nine layers in th...","http://www.giss.nasa.gov/tools/modelii/"
"paleobioDB","An R package for downloading, visualizing and processing data from the Paleobiology Database","http://cran.r-project.org/web/packages/paleobioDB/"
"refl.f","A software code computes Fourier components of the reflection function. Written in Fortran..","http://www.giss.nasa.gov/staff/mmishchenko/brf/"
"textcorn","Software that adds annotation text to any corner of a figure. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"PearsonT","A software code for calculating the Pearson’s correlation coefficient between two climate time series..","http://www.manfredmudelsee.com/soft/pearsont/index.htm"
"FUND","An integrated climate change assessment modeling software. It is used to perform cost-benefit and cost-effectiveness analyses of greenhouse gas emission reduction policies, to study equity of climate change and climate policy, and to support game-theoretic investigations into international enviro...","http://www.fund-model.org/"
"DipMeter 3.0","A software program that plots Tadpole plots, SCAT plots, Cumulative dip plots, Dip-azimuth cross plots with histograms, Bottlebrush plots, and Schmidt plots for a given depth interval from ASCII data.  Data may be extracted from LAS files with LAS-DataSampler 4 (included with Dipmeter3), or creat...","http://www.pazsoftware.com/Dipmeter3.html"
"Rahmstorf Sea Level Rise Code","MatLab script that performs analysis done in original paper, with accompanying data files. The script (sealevel.m) reads the three data files that accompany it: church_13221.txt (Church and White sea level data); giss_landocean.txt (NASA/GISS global temperature data); and ipcc_scenarios.dat (IPCC...","http://www.sciencemag.org/content/317/5846/1866.4/suppl/DC1"
"LOVECLIM AGISM","A three dimensional thermomechanical modeling software which simulates the ice flow, the bedrock evolution and the mass balance at the ice-sheet surface..","http://www.elic.ucl.ac.be/repomodx/elic/index.php?id=84"
"CHRONOS Age-Depth Plot (ADP)","Software that reads paleontological age-depth data from the Neptune database or from local files, plots those data, and allows interactive fitting of a line of correlation or age model. The plot may be saved in Scalable Vector Graphics format or as PNG or JPEG file..","http://portal.chronos.org/gridsphere/gridsphere?cid=tools_adp"
"Model for Prediction Across Scales (MPAS-O)","A collaborative modeling software project. The defining features of MPAS are the unstructured Voronoi meshes and C-grid discretization used. The unstructured Voronoi meshes, formally Spherical Centriodal Voronoi Tessellations (SCVTs), allow for both quasi-uniform discretization of the sphere and ...","http://oceans11.lanl.gov/drupal/MPAS-O"
"Marine-Geo Explorer","Software application that allows for creation of customizable maps of seafloor bathymetric data up to 100m resolution, global topography data to 30m resolution, and topography data of 10m resolution for some areas of the U.S. It also displays seafloor exploration vessel project lines worldwide..","http://www.marine-geo.org/tools/search/cruise_explorer.php"
"VS-Lite","A process-based forward modeling software of tree-ring growth. .","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/softlib/vs-lite/"
"Ice Sheet System Model (ISSM)","An open-source ice sheet model incorporating finite element modeling, Pleiades cluster techniques, anisotropic mesh refinement, data assimilation, inversions, transience, multiple models, and sensitivity analysis tools..","http://homepages.ulb.ac.be/~fpattyn/grantism/welcome.html"
"rwchng","Software that finds scaled values or first-difference of a time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"rwl2tsm","Software that converts .rwl file to time series matrix. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Spheres","Java software package for doing spherical trigonometry. It includes a Java implementation of the backtrack orbit search algorithm..","http://geospatialmethods.org/spheres/"
"intnan","Software that checks for imbedded NaN in a time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"CoreWall Correlator","A software used to create composite and spliced stratigraphic sections from multiple cores for core-core and core-log integration. CoreWall is a real-time stratigraphic correlation, core description, and data visualization system..","http://www.corewall.org/"
"TMI / Tool for Microscopic Identification","A software tool for identifying lacustrine and marine sedimentary components using microscopy. The tool emphasizes visual reference materials for minerals and mineraloids from a petrographic microscope, and biological components seen in smear slides, dissecting microscopes, and SEM images..","http://tmi.laccore.umn.edu/"
"Tilia","Software for entering data, graphics, and analysis. .","http://intra.museum.state.il.us/pub/grimm/tilia/"
"bcf.R","A software script for fixed indexing with a built-in significance test using singular value decompositions. Code written in R for specific scripts, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/bcf.R"
"CICE","A computationally efficient sea ice component modeling software for use in fully coupled, atmosphere-ice-ocean-land global climate models, and it was originally developed to be compatible with the Parallel Ocean Program (POP)..","http://oceans11.lanl.gov/trac/CICE"
"RegEM- Mann","Supplemental software package for testing whether proxy-based temperature reconstructions suffer from systematic underestimate of low frequency variability. Code written in MatLab for specific package, may require necessary call name substitution..","http://www.ldeo.columbia.edu/~jsmerdon/papers/JC_2007_smerdonandkaplan.pdf"
"Mesquite","Software to help biologists analyze comparative data about organisms. This is useful for evolutionary biology with its emphasis on phylogenetic analysis, but it also contains modules for population genetics, etc. Analyses included are: reconstruction of ancestral states, tests of process of chara...","http://mesquiteproject.org/"
"climate modeling","Software code package written in Fortran for climate modeling scenarios. It is compatible with GNU/GCC gfortran compiler..","http://sourceforge.net/projects/climatemodeling/"
"CesiumJS","A free, open-source software library for creating 3D globes and 2D maps in a web browser without a plugin. It uses WebGL for hardware-accelerated graphics, and is cross-platform, cross-browser, and tuned for dynamic-data visualization..","http://cesiumjs.org/"
"Esri Ocean GIS Initiative","A biogeographic mapping and visualization software that links sighting records, and genetic sample data to combine genetic records with spatial information..","http://genegis.org/"
"Paleomap","Software that displays paleogeographical reconstructions. This program produces plate tectonic reconstructions for any time interval, in several map projections ( Mercator, Molleweide, Orthographic). The globe can be centered on any area of interest..","http://www.scotese.com/earth.htm"
"FLake2 Lake Model","A lake parameterization software module, FLake is implemented into the limited-area NWP model COSMO..","http://www.flake.igb-berlin.de/sourcecodes.shtml"
"LookUp 2.0","A software program that finds a list of taxa and their stratigraphic attributes from a look up table. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/LookUp2.html"
"CEN Earth System Assimilation Model (CESAM)","A modeling software that is a numerical Earth System Model build by coupling the MITgcm ocean model to the Plasim model system. The relevant components of Plasim include the spectral PUMA model including schemes for radiation, cloud cover, precipitation, runoff, soil temperature and wetness, surf...","http://www.cen.uni-hamburg.de/en/research/cen-models/cesam.html"
"Specify","Database software application for sample curation of museum and herbarium research data. It manages species information for computerizing and curating collections for: tracking specimen transactions, linking images to specimen records, and publishing catalog data to the Internet. It supports data...","http://specifysoftware.org/"
"CLIMAT","A software code for reporting monthly climatological data assembled at land-based meteorological surface observation sites to data centers. .","http://www.wmo.int/pages/prog/www/OSY/Publications/TD1188/HandbookCLIMAT-CLIMATTEMP_en.pdf"
"pdgmsim","Software that creates exact simulation of Gaussian time series from its periodogram. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"PaiCo","Software written as a new reconstruction method using the ordering of all pairs of proxy observations within each record to find a time series that best agrees with all proxy records. The Resultant time series is subsequently calibrated to the instrumental record to provide an estimate of past cl...","http://link.springer.com/article/10.1007%2Fs00382-013-1701-4"
"Seascorr","MatLab software program for identifying seasonal climate signal in an annual tree-ring time series. Inputs include primary and secondary climate variables, as well as tree-ring time series and specifications for seasonal groupings..","http://www.sciencedirect.com/science/article/pii/S009830041100104X"
"U-Pb_Redux","An open-source software package for Windows that is used to visualize and interact with mass spectrometer data, perform isobaric interference and fractionation corrections, and export the results to data reduction software like U-Pb_Redux..","http://www.earth-time.org/software.html"
"Kingdom Suite","Software for commercial seismic interpretation visualization. Software is able to streamline data loading, interpretation and velocity modeling, enhance exploration and production workflows, reduce cycle times and depth conversion process,and expand workforce collaboration and software sharing.","http://www.ihs.com/products/oil-gas-information/analysis-software/kingdom-seismic-interpretation"
"Ternary Plot 5","An analytical and plotting software application that normalizes and plots three values on a triangular diagram and 3 bivariate cross-plots.  Means and standard deviations are calculated in the normalized space. Negative values may be projected outside the triangular system. For Mac OSX, Intel, an...","http://www.pazsoftware.com/Ternary5.html"
"Lund-Potsdam-Jena managed land (LPJml)","A modeling software designed to simulate vegetation composition and distribution as well as stocks and land-atmosphere exchange flows of carbon and water, for both natural and agricultural ecosystems. It simulates processes such as photosynthesis, plant growth, maintenance and regeneration losses...","https://www.pik-potsdam.de/research/projects/activities/biosphere-water-modelling/lpjml"
"Computational Aquatic Ecosystem Dynamics Model 3.1 (CAEDYM)","An aquatic ecological modeling software that may be run independently or coupled with hydrodynamic models DYRESM or ELCOM. It models major biogeochemical processes influencing water quality. CAEDYM is a set of library subroutines that contain process descriptions for primary production, secondary...","http://www.cwr.uwa.edu.au/software1/models1.php?mdid=3"
"climdispatch.R","Software that takes the raw climate data as an argument and checks for formatting: a- 4 column style as originally supported, b- dendroclimatological style, and c- a list of b. Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/climdispatch.R"
"Isoplot","Software add-in for Excel for mathematical and graphical interpretation of geochronological and radiogenic-isotope data. Can plot common isochrons, construct plots, calculate age, calculate Bayesian constraints, construct growth curves,  deconvolute, etc..","http://www.bgc.org/isoplot_etc/isoplot.html"
"AM3","A modeling software including parameters such as aerosol-cloud interactions in climate and climate change, chemistry-climate feedbacks, land and ocean carbon cycles and their interactions with climate change, and decadal prediction..","http://www.gfdl.noaa.gov/atmospheric-model"
"CESM 1.2.z","A global atmosphere climate software model that includes models of the atmosphere, land surface, ocean, sea ice, and more..","https://www2.cesm.ucar.edu/models/current"
